place_id,place_name,reachable_status,total_appearances,card1_appearances,card2_appearances,card3_appearances,primaryTheme_coverage,purpose_coverage,transport_coverage,season_coverage,departure_coverage,first_trigger_condition,best_trigger_condition,max_score,best_rank,blocked_stage,blocked_reason,recommended_fix
GOAT-043,에이프레임(A-Frame),REACHABLE,2116,664,1108,344,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""sokcho"",""exposureState"":""none"",""retry"":false}",89,1,,,
GOAT-044,아야진해수욕장,REACHABLE,4592,4280,112,200,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",90,1,,,
GOAT-045,켄싱턴리조트 설악밸리,REACHABLE,3504,2144,204,1156,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""none"",""exposureState"":""recent"",""retry"":false}",88,1,,,
GOAT-046,하늬라벤더팜,REACHABLE,964,568,0,396,건축·전시·랜드마크 무드|숲·정원·자연휴식 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""sokcho"",""exposureState"":""none"",""retry"":false}",84,1,,,
GOAT-047,능파대,REACHABLE,3848,0,3292,556,바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""sokcho"",""exposureState"":""recent"",""retry"":true}",101,2,,,
GOAT-048,사유의 숲,REACHABLE,964,0,736,228,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|숙소·리조트|전시·건축관람|체험·액티비티,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",92,2,,,
GOAT-049,쏠비치 삼척·산토리니 광장,REACHABLE,3336,2488,204,644,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":false}",79,1,,,
GOAT-050,라메종드마리,REACHABLE,3380,0,2912,468,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""sokcho"",""exposureState"":""recent"",""retry"":true}",95,2,,,
GOAT-051,장호항,REACHABLE,4812,1176,3316,320,건축·전시·랜드마크 무드|레트로·시장·항구 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_RETRO_01"",""primaryTheme"":""레트로·시장·항구 무드"",""moodTags"":[""레트로"",""로컬감성"",""활기"",""빈티지""],""sceneTags"":[""항구"",""시장"",""야간거리""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",94,1,,,
GOAT-052,용화해변,REACHABLE,2532,1792,276,464,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""체험·액티비티"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""산책·힐링"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",80,1,,,
GOAT-053,초곡용굴촛대바위길,REACHABLE,2176,0,204,1972,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|숙소·리조트|전시·건축관람|체험·액티비티,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":false}",84,2,,,
GOAT-054,한탄강 주상절리길,REACHABLE,1288,0,288,1000,건축·전시·랜드마크 무드|레트로·시장·항구 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드,사진·포토스팟|전시·건축관람|체험·액티비티,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""체험·액티비티"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_ARCH_01"",""primaryTheme"":""건축·전시·랜드마크 무드"",""moodTags"":[""예술적"",""미니멀"",""건축미"",""현대적""],""sceneTags"":[""미술관"",""건축"",""정원""],""travelPurpose"":""체험·액티비티"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""chuncheon"",""exposureState"":""recent"",""retry"":false}",82,2,,,
GOAT-055,쏠비치 양양,REACHABLE,1888,312,704,872,레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""sokcho"",""exposureState"":""recent"",""retry"":true}",81,1,,,
GOAT-056,허브나라농원,REACHABLE,3232,2416,144,672,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""wonju"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""산책·힐링"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""pyeongchang"",""exposureState"":""recent"",""retry"":false}",91,1,,,
GOAT-057,로미지안가든,REACHABLE,3184,768,2408,8,숲·정원·자연휴식 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""pyeongchang"",""exposureState"":""recent"",""retry"":false}",96,1,,,
GOAT-058,고석정 꽃밭,CONDITIONALLY_REACHABLE,560,0,260,300,건축·전시·랜드마크 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티,대중교통|도보중심|자차,봄,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""chuncheon"",""exposureState"":""none"",""retry"":false}",84,2,OPERATING_DATE_FILTER,확인된 운영일(2026-05-15~2026-06-14) 밖에서는 exact-date 자격 필터로 제외,요청 currentDate를 전달하고 공식 운영기간 갱신 시 operatingCondition을 재검증
GOAT-059,파크로쉬 리조트 앤 웰니스,REACHABLE,4872,0,1952,2920,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""pyeongchang"",""exposureState"":""recent"",""retry"":true}",86,2,,,
GOAT-060,켄싱턴호텔 평창 프렌치가든,REACHABLE,1700,0,456,1244,건축·전시·랜드마크 무드|레트로·시장·항구 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",91,2,,,
GOAT-061,델피노·소노펠리체 델피노,REACHABLE,4736,0,2784,1952,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""chuncheon"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""sokcho"",""exposureState"":""none"",""retry"":false}",97,2,,,
